income,federal,CA,HI,MN,DC,VT,NJ,ME,SC,WI,NE,NY,CT,DE,WV,OR,ID,VA,GA,RI,NM,KS,MD,AR,IA,KY,MA,NC,IL,MS,UT,OK,CO,AZ,MT,MI,OH,MO,AL,IN,PA,LA,ND,WA,AK,FL,NV,NH,SD,TN,TX,WY
560000.00,0.311812,0.093926,0.098432,0.087160,0.084891,0.077013,0.062957,0.068050,0.067698,0.062704,0.065357,0.064240,0.062152,0.063472,0.062587,0.063407,0.058259,0.056414,0.056088,0.053484,0.053688,0.055409,0.053810,0.054987,0.054082,0.049759,0.049530,0.048792,0.049090,0.048624,0.045098,0.046481,0.043777,0.041971,0.043880,0.041760,0.036713,0.035292,0.033562,0.032187,0.030700,0.027574,0.024237,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
570000.00,0.313033,0.094261,0.098619,0.087359,0.085112,0.077197,0.063426,0.068110,0.067752,0.062946,0.065410,0.064315,0.062288,0.063516,0.062629,0.063380,0.058290,0.056433,0.056112,0.053597,0.053791,0.055436,0.053875,0.054999,0.054068,0.049763,0.049538,0.048811,0.049098,0.048648,0.045175,0.046499,0.043807,0.042024,0.043850,0.041773,0.036769,0.035265,0.033521,0.032189,0.030700,0.027556,0.024325,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
580000.00,0.314214,0.094584,0.098799,0.087551,0.085326,0.077374,0.063879,0.068169,0.067804,0.063180,0.065462,0.064387,0.062420,0.063559,0.062670,0.063353,0.058319,0.056452,0.056136,0.053705,0.053891,0.055463,0.053937,0.055011,0.054055,0.049767,0.049546,0.048830,0.049105,0.048671,0.045249,0.046516,0.043836,0.042076,0.043821,0.041785,0.036823,0.035239,0.033482,0.032191,0.030700,0.027539,0.024411,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
590000.00,0.315357,0.094896,0.098974,0.087737,0.085532,0.077546,0.064317,0.068225,0.067853,0.063406,0.065511,0.064457,0.062547,0.063601,0.062710,0.063328,0.058348,0.056469,0.056159,0.053810,0.053987,0.055489,0.053998,0.055022,0.054042,0.049771,0.049554,0.048848,0.049111,0.048694,0.045321,0.046532,0.043864,0.042125,0.043793,0.041797,0.036875,0.035214,0.033444,0.032193,0.030700,0.027523,0.024493,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
600000.00,0.316464,0.095198,0.099142,0.087916,0.085732,0.077712,0.064740,0.068280,0.067902,0.063624,0.065560,0.064524,0.062669,0.063641,0.062748,0.063304,0.058375,0.056487,0.056182,0.053912,0.054080,0.055515,0.054056,0.055033,0.054030,0.049775,0.049561,0.048865,0.049118,0.048715,0.045391,0.046549,0.043892,0.042173,0.043767,0.041809,0.036925,0.035189,0.033407,0.032195,0.030700,0.027506,0.024573,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
610000.00,0.317535,0.095489,0.099305,0.088090,0.085924,0.077872,0.065149,0.068333,0.067948,0.063835,0.065606,0.064589,0.062788,0.063679,0.062785,0.063280,0.058402,0.056503,0.056203,0.054010,0.054170,0.055539,0.054112,0.055043,0.054018,0.049778,0.049568,0.048882,0.049124,0.048737,0.045458,0.046564,0.043918,0.042220,0.043741,0.041820,0.036974,0.035165,0.033372,0.032197,0.030700,0.027491,0.024651,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
620000.00,0.318573,0.095856,0.099463,0.088258,0.086111,0.078028,0.065545,0.068384,0.067994,0.064039,0.065651,0.064652,0.062902,0.063717,0.062821,0.063257,0.058428,0.056519,0.056224,0.054105,0.054258,0.055563,0.054167,0.055053,0.054007,0.049782,0.049575,0.048899,0.049130,0.048757,0.045524,0.046579,0.043943,0.042264,0.043715,0.041831,0.037021,0.035143,0.033338,0.032198,0.030700,0.027476,0.024725,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
630000.00,0.319580,0.096287,0.099616,0.088420,0.086292,0.078178,0.065928,0.068433,0.068037,0.064237,0.065695,0.064713,0.063014,0.063753,0.062855,0.063235,0.058453,0.056535,0.056244,0.054197,0.054342,0.055585,0.054220,0.055063,0.053995,0.049786,0.049582,0.048915,0.049136,0.048777,0.045587,0.046594,0.043968,0.042308,0.043691,0.041842,0.037067,0.035120,0.033304,0.032200,0.030700,0.027461,0.024798,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
640000.00,0.320556,0.096704,0.099764,0.088578,0.086467,0.078324,0.066300,0.068481,0.068080,0.064429,0.065737,0.064773,0.063121,0.063788,0.062889,0.063214,0.058477,0.056550,0.056264,0.054286,0.054424,0.055607,0.054271,0.055072,0.053985,0.049789,0.049588,0.048930,0.049142,0.048796,0.045648,0.046608,0.043992,0.042350,0.043667,0.041852,0.037111,0.035099,0.033272,0.032202,0.030700,0.027447,0.024868,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
650000.00,0.321503,0.097108,0.099907,0.088730,0.086637,0.078465,0.066660,0.068528,0.068121,0.064614,0.065778,0.064830,0.063226,0.063822,0.062921,0.063193,0.058500,0.056565,0.056283,0.054372,0.054503,0.055629,0.054321,0.055082,0.053974,0.049792,0.049595,0.048945,0.049147,0.048814,0.045707,0.046622,0.044015,0.042391,0.043644,0.041862,0.037154,0.035078,0.033241,0.032203,0.030700,0.027433,0.024936,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
660000.00,0.322423,0.097501,0.100046,0.088878,0.086801,0.078602,0.067009,0.068573,0.068161,0.064794,0.065818,0.064886,0.063327,0.063855,0.062953,0.063173,0.058523,0.056579,0.056302,0.054456,0.054580,0.055650,0.054369,0.055091,0.053964,0.049795,0.049601,0.048960,0.049152,0.048832,0.045765,0.046635,0.044038,0.042430,0.043622,0.041872,0.037196,0.035058,0.033211,0.032205,0.030700,0.027420,0.025001,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
670000.00,0.323316,0.097881,0.100181,0.089022,0.086961,0.078735,0.067348,0.068616,0.068199,0.064969,0.065856,0.064940,0.063425,0.063887,0.062983,0.063153,0.058545,0.056593,0.056319,0.054537,0.054655,0.055670,0.054416,0.055099,0.053954,0.049798,0.049607,0.048974,0.049158,0.048850,0.045820,0.046648,0.044060,0.042469,0.043601,0.041881,0.037236,0.035038,0.033181,0.032206,0.030700,0.027407,0.025065,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
680000.00,0.324184,0.098251,0.100312,0.089161,0.087116,0.078863,0.067676,0.068659,0.068237,0.065139,0.065894,0.064992,0.063520,0.063918,0.063013,0.063134,0.058566,0.056606,0.056337,0.054616,0.054727,0.055689,0.054461,0.055108,0.053944,0.049801,0.049613,0.048987,0.049163,0.048867,0.045874,0.046661,0.044081,0.042506,0.043580,0.041890,0.037275,0.035019,0.033153,0.032207,0.030700,0.027395,0.025127,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
690000.00,0.325028,0.098609,0.100439,0.089297,0.087267,0.078989,0.067996,0.068700,0.068273,0.065303,0.065930,0.065043,0.063613,0.063948,0.063042,0.063116,0.058587,0.056619,0.056354,0.054693,0.054797,0.055708,0.054505,0.055116,0.053935,0.049804,0.049618,0.049000,0.049168,0.048883,0.045927,0.046673,0.044101,0.042542,0.043559,0.041899,0.037313,0.035001,0.033125,0.032209,0.030700,0.027383,0.025188,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
700000.00,0.325848,0.098958,0.100563,0.089428,0.087413,0.079110,0.068306,0.068740,0.068309,0.065463,0.065965,0.065092,0.063702,0.063978,0.063070,0.063098,0.058607,0.056631,0.056370,0.054767,0.054865,0.055727,0.054548,0.055124,0.053926,0.049807,0.049624,0.049013,0.049172,0.048899,0.045978,0.046684,0.044121,0.042577,0.043540,0.041908,0.037350,0.034983,0.033098,0.032210,0.030700,0.027371,0.025246,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
710000.00,0.326646,0.099296,0.100683,0.089556,0.087555,0.079228,0.068607,0.068779,0.068343,0.065619,0.066000,0.065140,0.063790,0.064006,0.063097,0.063081,0.058627,0.056644,0.056386,0.054839,0.054932,0.055745,0.054589,0.055131,0.053917,0.049810,0.049629,0.049026,0.049177,0.048914,0.046028,0.046696,0.044141,0.042611,0.043521,0.041916,0.037386,0.034965,0.033072,0.032211,0.030700,0.027359,0.025303,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
720000.00,0.327422,0.099626,0.100799,0.089680,0.087693,0.079343,0.068900,0.068817,0.068377,0.065770,0.066033,0.065187,0.063875,0.064034,0.063123,0.063064,0.058646,0.056656,0.056401,0.054910,0.054996,0.055762,0.054630,0.055139,0.053909,0.049812,0.049634,0.049038,0.049181,0.048930,0.046076,0.046707,0.044160,0.042644,0.043502,0.041924,0.037421,0.034948,0.033047,0.032212,0.030700,0.027348,0.025358,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
730000.00,0.328178,0.099946,0.100913,0.089801,0.087827,0.079455,0.069185,0.068853,0.068409,0.065917,0.066065,0.065232,0.063957,0.064061,0.063149,0.063047,0.058664,0.056667,0.056416,0.054978,0.055059,0.055779,0.054669,0.055146,0.053900,0.049815,0.049639,0.049050,0.049186,0.048944,0.046123,0.046718,0.044178,0.042677,0.043484,0.041932,0.037455,0.034932,0.033022,0.032214,0.030700,0.027337,0.025412,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
740000.00,0.328915,0.100257,0.101023,0.089919,0.087958,0.079564,0.069462,0.068889,0.068441,0.066060,0.066097,0.065276,0.064038,0.064087,0.063174,0.063031,0.058683,0.056678,0.056431,0.055045,0.055120,0.055796,0.054707,0.055153,0.053892,0.049817,0.049644,0.049061,0.049190,0.048958,0.046168,0.046729,0.044196,0.042708,0.043466,0.041940,0.037488,0.034916,0.032998,0.032215,0.030700,0.027327,0.025464,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
750000.00,0.329632,0.100561,0.101131,0.090033,0.088085,0.079670,0.069732,0.068924,0.068472,0.066199,0.066128,0.065319,0.064116,0.064113,0.063198,0.063016,0.058700,0.056689,0.056445,0.055109,0.055179,0.055812,0.054745,0.055160,0.053884,0.049820,0.049649,0.049072,0.049194,0.048972,0.046213,0.046739,0.044213,0.042739,0.043449,0.041947,0.037520,0.034900,0.032975,0.032216,0.030700,0.027317,0.025515,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
760000.00,0.330331,0.100856,0.101235,0.090144,0.088209,0.079773,0.069995,0.068958,0.068502,0.066335,0.066158,0.065361,0.064192,0.064137,0.063222,0.063000,0.058717,0.056700,0.056459,0.055172,0.055237,0.055827,0.054781,0.055167,0.053877,0.049822,0.049653,0.049083,0.049198,0.048986,0.046256,0.046749,0.044230,0.042768,0.043432,0.041954,0.037551,0.034885,0.032952,0.032217,0.030700,0.027307,0.025565,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
770000.00,0.331012,0.101144,0.101337,0.090253,0.088330,0.079873,0.070251,0.068991,0.068531,0.066467,0.066187,0.065402,0.064266,0.064162,0.063245,0.062986,0.058734,0.056710,0.056473,0.055234,0.055294,0.055843,0.054816,0.055173,0.053869,0.049825,0.049658,0.049094,0.049202,0.048999,0.046298,0.046759,0.044247,0.042797,0.043416,0.041962,0.037582,0.034870,0.032930,0.032218,0.030700,0.027297,0.025613,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
780000.00,0.331677,0.101424,0.101437,0.090359,0.088447,0.079971,0.070500,0.069023,0.068559,0.066595,0.066215,0.065442,0.064338,0.064185,0.063268,0.062971,0.058750,0.056721,0.056486,0.055294,0.055349,0.055857,0.054851,0.055180,0.053862,0.049827,0.049662,0.049104,0.049206,0.049012,0.046339,0.046768,0.044263,0.042826,0.043400,0.041968,0.037612,0.034856,0.032908,0.032219,0.030700,0.027287,0.025660,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
790000.00,0.332325,0.101697,0.101534,0.090462,0.088562,0.080066,0.070743,0.069054,0.068587,0.066721,0.066243,0.065480,0.064409,0.064208,0.063290,0.062957,0.058766,0.056730,0.056499,0.055352,0.055402,0.055872,0.054884,0.055186,0.053855,0.049829,0.049667,0.049114,0.049210,0.049024,0.046379,0.046777,0.044278,0.042853,0.043385,0.041975,0.037641,0.034841,0.032887,0.032220,0.030700,0.027278,0.025706,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
800000.00,0.332957,0.101963,0.101628,0.090562,0.088674,0.080159,0.070980,0.069085,0.068614,0.066843,0.066270,0.065518,0.064477,0.064230,0.063311,0.062944,0.058781,0.056740,0.056511,0.055409,0.055454,0.055886,0.054917,0.055192,0.053848,0.049831,0.049671,0.049124,0.049213,0.049037,0.046418,0.046786,0.044294,0.042880,0.043370,0.041982,0.037669,0.034828,0.032867,0.032221,0.030700,0.027269,0.025751,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
810000.00,0.333575,0.102223,0.101720,0.090660,0.088783,0.080250,0.071211,0.069115,0.068641,0.066962,0.066296,0.065555,0.064544,0.064252,0.063332,0.062930,0.058796,0.056749,0.056523,0.055464,0.055505,0.055900,0.054949,0.055198,0.053841,0.049833,0.049675,0.049134,0.049217,0.049048,0.046456,0.046795,0.044309,0.042906,0.043355,0.041988,0.037696,0.034814,0.032846,0.032222,0.030700,0.027260,0.025794,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
820000.00,0.334177,0.102476,0.101810,0.090756,0.088889,0.080338,0.071436,0.069144,0.068666,0.067078,0.066322,0.065591,0.064610,0.064274,0.063352,0.062917,0.058811,0.056759,0.056535,0.055518,0.055555,0.055913,0.054980,0.055204,0.053835,0.049835,0.049679,0.049143,0.049220,0.049060,0.046493,0.046804,0.044323,0.042932,0.043341,0.041994,0.037723,0.034801,0.032827,0.032223,0.030700,0.027252,0.025837,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
830000.00,0.334766,0.102723,0.101897,0.090849,0.088993,0.080424,0.071657,0.069172,0.068691,0.067192,0.066347,0.065626,0.064674,0.064294,0.063372,0.062904,0.058825,0.056767,0.056547,0.055571,0.055603,0.055926,0.055010,0.055209,0.053828,0.049837,0.049683,0.049152,0.049224,0.049071,0.046530,0.046812,0.044337,0.042957,0.043327,0.042000,0.037749,0.034789,0.032808,0.032224,0.030700,0.027243,0.025878,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
840000.00,0.335341,0.102965,0.101983,0.090940,0.089094,0.080509,0.071871,0.069200,0.068716,0.067303,0.066371,0.065660,0.064736,0.064315,0.063391,0.062892,0.058839,0.056776,0.056558,0.055623,0.055650,0.055939,0.055040,0.055215,0.053822,0.049839,0.049686,0.049161,0.049227,0.049082,0.046565,0.046820,0.044351,0.042981,0.043313,0.042006,0.037775,0.034776,0.032789,0.032225,0.030700,0.027235,0.025919,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
850000.00,0.335903,0.103201,0.102067,0.091029,0.089193,0.080591,0.072081,0.069227,0.068740,0.067411,0.066395,0.065694,0.064797,0.064335,0.063410,0.062880,0.058853,0.056785,0.056569,0.055673,0.055697,0.055952,0.055069,0.055220,0.053816,0.049841,0.049690,0.049170,0.049230,0.049093,0.046600,0.046828,0.044365,0.043005,0.043300,0.042012,0.037800,0.034764,0.032771,0.032226,0.030700,0.027227,0.025958,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
860000.00,0.336452,0.103431,0.102148,0.091116,0.089289,0.080671,0.072286,0.069253,0.068763,0.067517,0.066418,0.065726,0.064856,0.064354,0.063429,0.062868,0.058866,0.056793,0.056580,0.055722,0.055742,0.055964,0.055097,0.055225,0.053810,0.049843,0.049694,0.049178,0.049233,0.049104,0.046633,0.046836,0.044378,0.043028,0.043287,0.042018,0.037824,0.034752,0.032753,0.032227,0.030700,0.027220,0.025997,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
870000.00,0.336989,0.103656,0.102228,0.091201,0.089384,0.080750,0.072486,0.069279,0.068786,0.067620,0.066441,0.065758,0.064914,0.064373,0.063447,0.062857,0.058879,0.056801,0.056591,0.055770,0.055786,0.055976,0.055125,0.055231,0.053804,0.049845,0.049697,0.049187,0.049236,0.049114,0.046666,0.046844,0.044391,0.043050,0.043274,0.042023,0.037848,0.034740,0.032736,0.032228,0.030700,0.027212,0.026035,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
880000.00,0.337514,0.103876,0.102306,0.091284,0.089476,0.080826,0.072682,0.069304,0.068808,0.067721,0.066463,0.065789,0.064971,0.064391,0.063465,0.062845,0.058892,0.056809,0.056601,0.055817,0.055829,0.055987,0.055152,0.055236,0.053798,0.049846,0.049701,0.049195,0.049239,0.049124,0.046698,0.046851,0.044403,0.043073,0.043261,0.042029,0.037872,0.034729,0.032719,0.032228,0.030700,0.027204,0.026072,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
890000.00,0.338027,0.104090,0.102382,0.091365,0.089566,0.080901,0.072873,0.069329,0.068830,0.067819,0.066485,0.065820,0.065026,0.064409,0.063482,0.062834,0.058905,0.056817,0.056611,0.055863,0.055871,0.055999,0.055178,0.055240,0.053793,0.049848,0.049704,0.049203,0.049242,0.049134,0.046730,0.046859,0.044416,0.043094,0.043249,0.042034,0.037894,0.034718,0.032702,0.032229,0.030700,0.027197,0.026108,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
900000.00,0.338529,0.104301,0.102457,0.091444,0.089654,0.080975,0.073060,0.069353,0.068852,0.067916,0.066506,0.065849,0.065080,0.064427,0.063499,0.062823,0.058917,0.056824,0.056621,0.055908,0.055912,0.056010,0.055204,0.055245,0.053787,0.049850,0.049707,0.049210,0.049245,0.049144,0.046761,0.046866,0.044428,0.043115,0.043237,0.042039,0.037917,0.034707,0.032686,0.032230,0.030700,0.027190,0.026143,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
910000.00,0.339021,0.104506,0.102529,0.091522,0.089741,0.081046,0.073243,0.069377,0.068872,0.068010,0.066527,0.065879,0.065133,0.064444,0.063515,0.062813,0.058929,0.056832,0.056631,0.055952,0.055952,0.056021,0.055229,0.055250,0.053782,0.049852,0.049711,0.049218,0.049248,0.049153,0.046791,0.046873,0.044439,0.043136,0.043226,0.042044,0.037939,0.034697,0.032670,0.032231,0.030700,0.027183,0.026178,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
920000.00,0.339502,0.104707,0.102601,0.091598,0.089825,0.081116,0.073422,0.069400,0.068893,0.068102,0.066548,0.065907,0.065185,0.064461,0.063531,0.062803,0.058940,0.056839,0.056640,0.055995,0.055992,0.056031,0.055254,0.055255,0.053777,0.049853,0.049714,0.049225,0.049251,0.049162,0.046820,0.046880,0.044451,0.043156,0.043214,0.042049,0.037960,0.034686,0.032655,0.032231,0.030700,0.027176,0.026211,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
930000.00,0.339974,0.104904,0.102670,0.091672,0.089907,0.081185,0.073597,0.069422,0.068913,0.068193,0.066567,0.065935,0.065236,0.064478,0.063547,0.062792,0.058952,0.056846,0.056649,0.056037,0.056030,0.056042,0.055278,0.055259,0.053772,0.049855,0.049717,0.049233,0.049253,0.049171,0.046849,0.046886,0.044462,0.043176,0.043203,0.042054,0.037981,0.034676,0.032640,0.032232,0.030700,0.027170,0.026244,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
940000.00,0.340435,0.105096,0.102739,0.091744,0.089988,0.081252,0.073768,0.069445,0.068932,0.068281,0.066587,0.065962,0.065285,0.064494,0.063563,0.062783,0.058963,0.056853,0.056659,0.056078,0.056068,0.056052,0.055302,0.055263,0.053767,0.049856,0.049720,0.049240,0.049256,0.049180,0.046877,0.046893,0.044473,0.043196,0.043192,0.042059,0.038001,0.034666,0.032625,0.032233,0.030700,0.027163,0.026277,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
950000.00,0.340887,0.105285,0.102805,0.091816,0.090067,0.081318,0.073936,0.069466,0.068952,0.068368,0.066606,0.065989,0.065334,0.064510,0.063578,0.062773,0.058974,0.056860,0.056667,0.056118,0.056105,0.056062,0.055325,0.055268,0.053762,0.049858,0.049723,0.049247,0.049259,0.049189,0.046905,0.046899,0.044484,0.043215,0.043182,0.042064,0.038021,0.034657,0.032610,0.032234,0.030700,0.027157,0.026308,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
960000.00,0.341330,0.105469,0.102871,0.091885,0.090145,0.081382,0.074100,0.069487,0.068970,0.068452,0.066625,0.066015,0.065382,0.064525,0.063592,0.062763,0.058984,0.056867,0.056676,0.056157,0.056141,0.056072,0.055347,0.055272,0.053757,0.049859,0.049726,0.049253,0.049261,0.049197,0.046932,0.046905,0.044495,0.043233,0.043171,0.042068,0.038041,0.034647,0.032596,0.032234,0.030700,0.027151,0.026339,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
970000.00,0.341764,0.105650,0.102935,0.091953,0.090221,0.081446,0.074261,0.069508,0.068989,0.068535,0.066643,0.066041,0.065428,0.064541,0.063607,0.062754,0.058995,0.056873,0.056685,0.056196,0.056177,0.056081,0.055370,0.055276,0.053752,0.049861,0.049728,0.049260,0.049264,0.049205,0.046958,0.046911,0.044505,0.043251,0.043161,0.042073,0.038060,0.034638,0.032582,0.032235,0.030700,0.027144,0.026370,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
980000.00,0.342189,0.105827,0.102998,0.092020,0.090295,0.081507,0.074454,0.069528,0.069007,0.068617,0.066661,0.066066,0.065474,0.064556,0.063621,0.062745,0.059005,0.056880,0.056693,0.056234,0.056211,0.056091,0.055391,0.055280,0.053748,0.049862,0.049731,0.049267,0.049266,0.049214,0.046984,0.046917,0.044515,0.043269,0.043151,0.042077,0.038079,0.034629,0.032568,0.032236,0.030700,0.027138,0.026399,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
990000.00,0.342606,0.106099,0.103059,0.092086,0.090385,0.081568,0.074788,0.069548,0.069024,0.068696,0.066678,0.066090,0.065519,0.064570,0.063635,0.062736,0.059015,0.056886,0.056701,0.056271,0.056245,0.056100,0.055413,0.055284,0.053743,0.049864,0.049734,0.049273,0.049268,0.049221,0.047010,0.046923,0.044525,0.043287,0.043141,0.042081,0.038097,0.034620,0.032555,0.032236,0.030700,0.027133,0.026429,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1000000.00,0.343014,0.106368,0.103119,0.092150,0.090556,0.081627,0.075115,0.069568,0.069042,0.068774,0.066696,0.066114,0.065562,0.064584,0.063649,0.062727,0.059025,0.056892,0.056709,0.056307,0.056278,0.056109,0.055434,0.055288,0.053739,0.049865,0.049737,0.049279,0.049271,0.049229,0.047035,0.046929,0.044535,0.043304,0.043132,0.042085,0.038115,0.034611,0.032542,0.032237,0.030700,0.027127,0.026457,0.001707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
