income,federal,OR,HI,IA,DC,SC,CA,MT,AR,MN,ME,NE,DE,WV,NY,VA,ID,GA,KS,KY,VT,MA,CT,IL,MO,NJ,WI,NC,MD,NM,MS,OK,MI,AL,CO,LA,RI,IN,AZ,PA,UT,OH,ND,WA,AK,FL,NV,NH,SD,TN,TX,WY
1000.00,0.000000,0.000000,0.014500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030700,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2000.00,0.000000,0.000000,0.014500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006460,0.000000,0.030700,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3000.00,0.000000,0.000000,0.014500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013067,0.000000,0.000000,0.014000,0.000000,0.000000,0.004667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015073,0.000000,0.030700,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4000.00,0.000000,0.000000,0.014500,0.000000,0.000000,0.000000,0.000000,0.000000,0.001600,0.000000,0.000000,0.000000,0.000000,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022300,0.000000,0.000000,0.014000,0.002475,0.000000,0.007000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019380,0.000000,0.030700,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5000.00,0.000000,0.000000,0.015647,0.000000,0.000000,0.000000,0.000000,0.000000,0.006880,0.000000,0.000000,0.000000,0.000000,0.010800,0.000000,0.000000,0.000000,0.000000,0.000000,0.027840,0.000000,0.006800,0.014000,0.011880,0.000000,0.008400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005200,0.000000,0.002220,0.000000,0.021964,0.000000,0.030700,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6000.00,0.000000,0.000000,0.017322,0.000000,0.000000,0.000000,0.000000,0.000000,0.013067,0.000000,0.000000,0.000000,0.000000,0.014000,0.000000,0.003040,0.000000,0.000000,0.000000,0.031533,0.000000,0.014000,0.014000,0.018150,0.000000,0.009333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009333,0.000000,0.004933,0.000000,0.023687,0.000000,0.030700,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7000.00,0.000000,0.000000,0.018750,0.000702,0.000000,0.000000,0.000000,0.000000,0.017486,0.000000,0.000000,0.000000,0.000000,0.016286,0.000000,0.005463,0.000000,0.000000,0.002657,0.034171,0.000000,0.019143,0.014000,0.022629,0.000000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000114,0.000000,0.014000,0.000000,0.006871,0.000000,0.024917,0.000000,0.030700,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8000.00,0.000000,0.000065,0.021418,0.004973,0.000000,0.000000,0.000000,0.000010,0.021250,0.000000,0.000000,0.000000,0.000000,0.018000,0.004000,0.007920,0.000000,0.000000,0.006200,0.036150,0.000000,0.023000,0.014000,0.025988,0.000000,0.010500,0.000000,0.000000,0.002750,0.000000,0.000000,0.000738,0.000000,0.018500,0.000000,0.008325,0.000000,0.025840,0.000000,0.030700,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9000.00,0.000000,0.007558,0.023494,0.009020,0.000000,0.000000,0.000000,0.001120,0.025611,0.000000,0.000000,0.000000,0.000000,0.019333,0.008000,0.010373,0.000000,0.000133,0.008956,0.037689,0.000000,0.026000,0.014000,0.028600,0.000000,0.010889,0.000000,0.000000,0.006222,0.000000,0.000000,0.001844,0.004722,0.022000,0.000000,0.009456,0.000000,0.026558,0.000000,0.030700,0.000000,0.000000,0.000000,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10000.00,0.000000,0.014960,0.026465,0.012258,0.000000,0.000000,0.000000,0.002008,0.029100,0.000000,0.000000,0.000000,0.000940,0.020400,0.011200,0.014160,0.000000,0.001640,0.011160,0.038920,0.000000,0.028400,0.014000,0.030690,0.000000,0.011200,0.000000,0.000000,0.010050,0.000000,0.000000,0.003730,0.008500,0.024800,0.000000,0.010360,0.000000,0.027132,0.000000,0.030700,0.000000,0.000000,0.000484,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11000.00,0.000000,0.021555,0.029377,0.014908,0.002327,0.000000,0.000000,0.003215,0.031955,0.000000,0.000000,0.000000,0.004727,0.021273,0.013818,0.017418,0.000582,0.003600,0.012964,0.039927,0.000000,0.030364,0.014000,0.032400,0.000755,0.011455,0.001442,0.003629,0.013455,0.000000,0.000000,0.006255,0.011591,0.027091,0.000000,0.011100,0.000000,0.027602,0.000000,0.030700,0.000000,0.000000,0.001520,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12000.00,0.000000,0.027050,0.031804,0.017115,0.005467,0.000000,0.000000,0.004613,0.034333,0.000000,0.000000,0.000000,0.008333,0.022667,0.016000,0.020133,0.001983,0.005900,0.014467,0.040767,0.000000,0.032000,0.014000,0.033825,0.002263,0.011667,0.004272,0.007485,0.016292,0.000000,0.000533,0.008858,0.014167,0.029000,0.000000,0.011717,0.000000,0.027993,0.000000,0.030700,0.000000,0.000000,0.002383,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13000.00,0.000232,0.031700,0.033858,0.018983,0.008123,0.000000,0.000000,0.006265,0.036346,0.000000,0.000000,0.000000,0.011385,0.024000,0.017846,0.022431,0.004138,0.008523,0.015738,0.041477,0.002474,0.033385,0.014000,0.035031,0.003984,0.011846,0.006666,0.010748,0.018692,0.000628,0.003569,0.011492,0.016346,0.030591,0.000000,0.012238,0.000000,0.028325,0.000000,0.030700,0.000000,0.000000,0.003114,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14000.00,0.004752,0.035686,0.035618,0.020585,0.010400,0.000000,0.000000,0.007960,0.038071,0.000459,0.000000,0.001608,0.014000,0.025143,0.019429,0.024400,0.005985,0.011429,0.016829,0.042086,0.004690,0.034571,0.014000,0.036064,0.005899,0.012000,0.008719,0.013544,0.020750,0.001894,0.006171,0.014064,0.018214,0.031471,0.000000,0.012686,0.000000,0.028609,0.001020,0.030700,0.000000,0.000000,0.003740,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15000.00,0.009046,0.039140,0.037581,0.022650,0.012373,0.000000,0.000000,0.009621,0.039567,0.003995,0.000000,0.003841,0.016267,0.026133,0.021133,0.026107,0.008416,0.014260,0.017773,0.042613,0.006611,0.035600,0.014000,0.036960,0.007935,0.012133,0.010497,0.015968,0.022533,0.002992,0.008427,0.016293,0.019833,0.032237,0.000000,0.013733,0.001500,0.028855,0.002678,0.030700,0.000000,0.000000,0.004283,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16000.00,0.013130,0.042163,0.039338,0.024753,0.014100,0.001965,0.000000,0.011520,0.040875,0.007089,0.000000,0.005795,0.018250,0.027000,0.022625,0.027600,0.010702,0.016963,0.018600,0.043075,0.008291,0.036500,0.015500,0.037744,0.010069,0.012250,0.012054,0.018089,0.024094,0.003952,0.010500,0.018244,0.021250,0.032905,0.000000,0.015062,0.003750,0.029070,0.004130,0.030700,0.000000,0.000000,0.004757,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17000.00,0.017020,0.044829,0.040889,0.026609,0.015624,0.003769,0.000000,0.013195,0.042029,0.009819,0.000000,0.007519,0.020000,0.027765,0.024135,0.028918,0.012975,0.019347,0.019329,0.043482,0.009774,0.037294,0.016824,0.038435,0.012285,0.012353,0.013427,0.019960,0.025471,0.005153,0.012824,0.019965,0.022500,0.033496,0.000000,0.016235,0.005735,0.029260,0.005410,0.030700,0.000000,0.000000,0.005176,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18000.00,0.020728,0.047200,0.042267,0.028258,0.016978,0.005738,0.000000,0.015178,0.043056,0.012246,0.000000,0.009051,0.021556,0.028444,0.025711,0.030089,0.015587,0.021467,0.019978,0.043844,0.011092,0.038000,0.018000,0.039050,0.014531,0.012444,0.014648,0.021623,0.026694,0.006787,0.014889,0.021494,0.023611,0.034020,0.001534,0.017278,0.007500,0.029429,0.006549,0.030700,0.000000,0.000000,0.005549,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19000.00,0.024269,0.049321,0.043520,0.029734,0.018863,0.007726,0.000000,0.017011,0.043974,0.014417,0.002876,0.010422,0.023032,0.029053,0.027336,0.031260,0.017925,0.023363,0.021237,0.044168,0.012272,0.038632,0.019053,0.039600,0.016608,0.012711,0.015740,0.023112,0.027789,0.008248,0.016737,0.022863,0.024605,0.034491,0.003848,0.018211,0.009079,0.029580,0.007567,0.030700,0.000000,0.000000,0.005882,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20000.00,0.027652,0.051230,0.044789,0.031063,0.020920,0.009648,0.000000,0.018824,0.044800,0.016371,0.005632,0.011656,0.024480,0.029600,0.028894,0.032572,0.020028,0.025070,0.022800,0.044460,0.013333,0.039200,0.020000,0.040095,0.018478,0.012950,0.016723,0.024451,0.028775,0.009564,0.018400,0.024095,0.025500,0.034912,0.005931,0.019050,0.010500,0.029716,0.008484,0.030700,0.000000,0.000000,0.006182,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21000.00,0.030887,0.052957,0.045937,0.032264,0.022781,0.011779,0.000000,0.020785,0.045548,0.018139,0.008126,0.012772,0.025790,0.030095,0.030304,0.033759,0.021932,0.026614,0.024214,0.044724,0.014293,0.039714,0.020857,0.040543,0.020169,0.013167,0.017739,0.025663,0.029667,0.010983,0.019905,0.025210,0.026310,0.035295,0.007815,0.019810,0.011786,0.029839,0.009313,0.030700,0.000000,0.000000,0.006453,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22000.00,0.033986,0.054527,0.046981,0.033357,0.024473,0.013716,0.000000,0.022567,0.046227,0.019746,0.010393,0.013787,0.026982,0.030545,0.031585,0.034838,0.023662,0.028018,0.025500,0.044964,0.015166,0.040182,0.021636,0.040950,0.021707,0.013364,0.019047,0.026765,0.030477,0.012791,0.021273,0.026223,0.027045,0.035642,0.009528,0.020500,0.012955,0.029951,0.010067,0.030700,0.000000,0.000000,0.006700,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23000.00,0.036955,0.055961,0.047934,0.034400,0.026017,0.015906,0.000000,0.024195,0.046848,0.021214,0.012463,0.015136,0.028130,0.030957,0.032756,0.035823,0.025242,0.029300,0.026674,0.045183,0.015963,0.040609,0.022348,0.041322,0.023111,0.013543,0.020240,0.027770,0.031217,0.014442,0.022522,0.027148,0.027717,0.035960,0.011092,0.021130,0.014022,0.030053,0.010755,0.030700,0.000000,0.000000,0.006925,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24000.00,0.040119,0.057275,0.048849,0.035450,0.027433,0.017963,0.000000,0.025989,0.047417,0.022559,0.014360,0.016593,0.029271,0.031500,0.033828,0.036727,0.026690,0.030475,0.027750,0.045383,0.016694,0.041000,0.023000,0.041662,0.024398,0.013708,0.021334,0.028693,0.031896,0.015955,0.023667,0.027996,0.028333,0.036225,0.012526,0.021708,0.015000,0.030147,0.011386,0.030700,0.000000,0.000184,0.007132,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25000.00,0.043247,0.058484,0.049779,0.036416,0.028736,0.020083,0.000000,0.027650,0.047940,0.023797,0.016106,0.017933,0.030320,0.032040,0.034815,0.037558,0.028023,0.031556,0.028740,0.045568,0.017366,0.041360,0.023600,0.041976,0.025582,0.013860,0.022341,0.029541,0.032520,0.017398,0.024720,0.028776,0.028900,0.036461,0.013845,0.022240,0.015900,0.030233,0.011967,0.030700,0.000000,0.001283,0.007322,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26000.00,0.046251,0.059600,0.050637,0.037307,0.029938,0.022240,0.001338,0.029182,0.048423,0.024939,0.017717,0.019171,0.031288,0.032538,0.035726,0.038325,0.029253,0.032554,0.029654,0.045738,0.017987,0.041692,0.024769,0.042265,0.026675,0.014000,0.023270,0.030324,0.033096,0.018765,0.025692,0.029496,0.029423,0.036680,0.015062,0.022731,0.016731,0.030312,0.012503,0.030700,0.000000,0.002297,0.007497,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27000.00,0.049141,0.060633,0.051432,0.038133,0.031052,0.024237,0.002770,0.030601,0.048870,0.025997,0.019209,0.020316,0.032185,0.033000,0.036570,0.039035,0.030391,0.033478,0.030500,0.045896,0.018561,0.042000,0.025852,0.042533,0.027687,0.014130,0.024130,0.031049,0.033630,0.020030,0.026593,0.030163,0.029907,0.036881,0.016190,0.023185,0.017500,0.030386,0.012999,0.030700,0.000000,0.003236,0.007659,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28000.00,0.051921,0.061593,0.052170,0.038900,0.032086,0.026091,0.004100,0.031919,0.049286,0.026979,0.020594,0.021380,0.033018,0.033429,0.037353,0.039694,0.031449,0.034336,0.031286,0.046043,0.019095,0.042286,0.026857,0.042782,0.028627,0.014250,0.024929,0.031722,0.034125,0.021204,0.027429,0.030782,0.030357,0.037070,0.017236,0.023607,0.018214,0.030454,0.013460,0.030700,0.000000,0.004108,0.007810,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29000.00,0.054599,0.062486,0.052914,0.039614,0.033048,0.027818,0.005338,0.033146,0.049672,0.027894,0.021884,0.022370,0.033793,0.033828,0.038082,0.040308,0.032433,0.035134,0.032017,0.046179,0.019592,0.042552,0.027793,0.043014,0.029502,0.014362,0.025673,0.032349,0.034586,0.022298,0.028207,0.031359,0.030776,0.037244,0.018211,0.024000,0.018879,0.030518,0.013889,0.030700,0.000000,0.004920,0.007950,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30000.00,0.057179,0.063320,0.053660,0.040313,0.033947,0.029429,0.006493,0.034291,0.050033,0.028747,0.023088,0.023295,0.034517,0.034200,0.038763,0.040881,0.033352,0.035880,0.032700,0.046307,0.020055,0.042800,0.028667,0.043230,0.030319,0.014467,0.026367,0.032934,0.035017,0.023319,0.028933,0.031897,0.031167,0.037408,0.019121,0.024367,0.019500,0.030577,0.014289,0.030700,0.000000,0.005677,0.008081,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31000.00,0.059667,0.064100,0.054358,0.041029,0.034787,0.030937,0.007574,0.035363,0.050371,0.029546,0.024214,0.024159,0.035194,0.034548,0.039399,0.041417,0.034212,0.036577,0.033426,0.046426,0.020489,0.043032,0.029484,0.043432,0.031082,0.015129,0.027024,0.033481,0.035419,0.024274,0.029613,0.032400,0.031532,0.037560,0.019972,0.024710,0.020081,0.030633,0.014664,0.030700,0.000000,0.006386,0.008204,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32000.00,0.062067,0.064831,0.055013,0.041700,0.035575,0.032350,0.008740,0.036367,0.050687,0.030294,0.025270,0.024970,0.035828,0.034875,0.039996,0.041920,0.035018,0.037231,0.034162,0.046537,0.020896,0.043250,0.030250,0.043622,0.031799,0.015750,0.027835,0.033994,0.035797,0.025169,0.030250,0.032872,0.031875,0.037704,0.020769,0.025031,0.020625,0.030685,0.015015,0.030700,0.000000,0.007051,0.008319,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33000.00,0.064385,0.065518,0.055628,0.042330,0.036315,0.033678,0.010293,0.037310,0.050985,0.030998,0.026458,0.026051,0.036424,0.035182,0.040557,0.042392,0.035775,0.037845,0.034855,0.046642,0.021278,0.043455,0.030970,0.043800,0.032471,0.016333,0.028598,0.034476,0.036152,0.026010,0.030848,0.033315,0.032197,0.037838,0.021519,0.025333,0.021136,0.030734,0.015434,0.030700,0.000000,0.007675,0.008427,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34000.00,0.066624,0.066165,0.056206,0.042923,0.037012,0.034927,0.011755,0.038198,0.051265,0.031659,0.027665,0.027296,0.036985,0.035471,0.041085,0.042836,0.036487,0.038424,0.035506,0.046741,0.021637,0.043647,0.031647,0.043968,0.033105,0.016882,0.029316,0.034930,0.036485,0.026801,0.031412,0.033732,0.032500,0.037965,0.022224,0.025618,0.021618,0.030780,0.015963,0.030700,0.000000,0.008262,0.008528,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35000.00,0.068789,0.066774,0.056752,0.043483,0.037669,0.036105,0.013133,0.039035,0.051529,0.032283,0.028803,0.028471,0.037514,0.035743,0.041582,0.043255,0.037159,0.038969,0.036120,0.046834,0.021976,0.043829,0.032286,0.044126,0.033702,0.017979,0.029992,0.035358,0.036800,0.027547,0.031943,0.034126,0.032786,0.038083,0.022889,0.025886,0.022071,0.030823,0.016461,0.030700,0.000000,0.008816,0.008624,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36000.00,0.070882,0.067350,0.057267,0.044011,0.038289,0.037218,0.014435,0.039826,0.051778,0.032873,0.029878,0.029580,0.038014,0.036333,0.042052,0.043651,0.037794,0.039483,0.036700,0.046922,0.022296,0.044000,0.032889,0.044275,0.034265,0.019014,0.030631,0.035762,0.037097,0.028252,0.032444,0.034497,0.033056,0.038197,0.023517,0.026139,0.022500,0.030864,0.016931,0.030700,0.000000,0.009340,0.008714,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37000.00,0.072908,0.067895,0.057754,0.044511,0.038876,0.038270,0.015667,0.040574,0.052014,0.033687,0.030895,0.030629,0.038486,0.036973,0.042497,0.044025,0.038394,0.039970,0.037249,0.047005,0.022599,0.044162,0.033459,0.044416,0.034799,0.019993,0.031236,0.036144,0.037378,0.028919,0.032919,0.034849,0.033311,0.038303,0.024111,0.026378,0.022905,0.030903,0.017376,0.030700,0.000000,0.009834,0.008800,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38000.00,0.074870,0.068411,0.058216,0.044984,0.039432,0.039267,0.016833,0.041283,0.052237,0.034590,0.031858,0.031623,0.038934,0.037579,0.042918,0.044380,0.038962,0.040432,0.037768,0.047084,0.022886,0.044316,0.034000,0.044550,0.035304,0.020921,0.031809,0.036506,0.037645,0.029551,0.033368,0.035182,0.033553,0.038404,0.024674,0.026605,0.023289,0.030940,0.017798,0.030700,0.000000,0.010303,0.008881,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39000.00,0.076771,0.068900,0.058654,0.045433,0.039959,0.040213,0.017940,0.041955,0.052449,0.035447,0.032772,0.032566,0.039359,0.038154,0.043317,0.044716,0.039502,0.040869,0.038262,0.047159,0.023158,0.044462,0.034513,0.044677,0.035783,0.021801,0.032352,0.036849,0.037897,0.030150,0.033795,0.035497,0.033782,0.038499,0.025208,0.026821,0.023654,0.030975,0.018198,0.030700,0.000000,0.010748,0.008958,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40000.00,0.078613,0.069365,0.059070,0.045860,0.040460,0.041112,0.018992,0.042594,0.052650,0.036261,0.033640,0.033462,0.039763,0.038700,0.043697,0.045036,0.040014,0.041285,0.038730,0.047230,0.023417,0.044600,0.035000,0.044797,0.036239,0.022637,0.032868,0.037175,0.038137,0.030719,0.034200,0.035797,0.034000,0.038591,0.025716,0.027025,0.024000,0.031008,0.018578,0.030700,0.000000,0.011258,0.009130,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41000.00,0.080399,0.069807,0.059496,0.046266,0.040937,0.041967,0.019992,0.043201,0.052841,0.037035,0.034466,0.034314,0.040146,0.039220,0.044058,0.045340,0.040502,0.041680,0.039176,0.047298,0.023662,0.044732,0.035463,0.044912,0.036672,0.023433,0.033359,0.037486,0.038366,0.031260,0.034585,0.036083,0.034207,0.038677,0.026198,0.027220,0.024329,0.031040,0.018940,0.030700,0.000193,0.011770,0.009444,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42000.00,0.082132,0.070229,0.059929,0.046652,0.041390,0.042781,0.020945,0.043780,0.053024,0.037772,0.035252,0.035126,0.040512,0.039714,0.044402,0.045630,0.040966,0.042057,0.039600,0.047362,0.023897,0.044857,0.035905,0.045021,0.037085,0.024190,0.033827,0.037781,0.038583,0.031776,0.034952,0.036355,0.034405,0.038760,0.026658,0.027405,0.024643,0.031070,0.019284,0.030700,0.001367,0.012258,0.009744,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43000.00,0.083814,0.070630,0.060343,0.047021,0.041898,0.043557,0.022043,0.044331,0.053198,0.038475,0.036002,0.035899,0.040860,0.040186,0.044730,0.045906,0.041409,0.042416,0.040005,0.047423,0.024120,0.044977,0.036326,0.045126,0.037478,0.024913,0.034273,0.038063,0.038791,0.032268,0.035302,0.036614,0.034593,0.038838,0.027096,0.027581,0.024942,0.031098,0.019612,0.030700,0.002486,0.012723,0.010030,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44000.00,0.085447,0.071014,0.060737,0.047481,0.042423,0.044298,0.023361,0.044858,0.053364,0.039146,0.036718,0.036638,0.041193,0.040636,0.045043,0.046169,0.041831,0.042759,0.040391,0.047482,0.024333,0.045091,0.036727,0.045225,0.037854,0.025602,0.034698,0.038332,0.038989,0.032737,0.035636,0.036861,0.034773,0.038914,0.027514,0.027750,0.025227,0.031125,0.019926,0.030700,0.003555,0.013167,0.010303,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
